,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stracc,f1_strdef,f1_subavg,f1_tdacc,f1_tdavg,f1_tddef,f1_weight,f1_dob,f1_wins,f1_losses,f1_cumtime,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stracc,f2_strdef,f2_subavg,f2_tdacc,f2_tdavg,f2_tddef,f2_weight,f2_dob,f2_wins,f2_losses,f2_cumtime
0,182.88,186.350728762539,1.92,0.31,1.0,0.24,0.39,0.0,0.2,1.15,0.0,99.88000000000001,55.0,2.0,6.0,2440.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,185.42,188.13411829017005,3.57,2.87,0.0,0.64,0.37,0.7,0.57,0.91,0.45,99.426,52.0,12.0,5.0,5304.0
0,187.96,189.9175078178011,0.47,0.41,0.0,0.46,0.6,0.9,0.5,0.89,0.2,100.334,56.0,6.0,3.0,2494.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,193.04,198.12,3.01,2.76,0.0,0.38,0.52,1.0,0.4,1.32,0.6,93.07000000000001,40.0,8.0,8.0,4064.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,185.42,188.13411829017005,3.57,2.87,0.0,0.64,0.37,0.7,0.57,0.91,0.45,99.426,52.0,12.0,5.0,5304.0
0,185.42,190.5,1.53,2.85,0.0,0.57,0.59,0.5,0.46,2.78,0.58,93.07000000000001,54.0,16.0,9.0,4829.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,190.5,191.70089734543214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.20000000000002,53.0,0.0,1.0,45.0
0,187.96,189.9175078178011,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.5,59.0,10.0,4.0,3851.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,0.0,57.946682773104385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.88000000000001,53.0,0.0,1.0,56.0
0,182.88,186.350728762539,1.35,0.64,0.0,0.52,0.41,2.6,0.4,1.75,0.0,93.07000000000001,46.0,2.0,3.0,1462.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,187.96,185.42000000000002,1.89,2.11,1.0,0.5,0.63,0.3,0.4,0.19,0.78,104.42,43.0,28.0,10.0,7821.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,182.88,186.350728762539,1.99,1.05,0.0,0.49,0.52,0.6,0.36,2.78,0.85,106.69,47.0,7.0,7.0,4529.0
0,185.42,193.04,2.49,3.58,0.0,0.51,0.55,0.9,0.47,2.15,0.45,93.07000000000001,36.0,24.0,10.0,7791.0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0
0,185.42,190.5,2.62,1.88,0.0,0.52,0.4,0.8,0.4,3.89,0.5,93.07000000000001,53.0,16.0,10.0,5831.0,190.5,191.70089734543214,2.77,0.61,0.0,0.62,0.4,0.9,0.4,1.84,0.16,106.69,42.0,3.0,5.0,1398.0
0,180.34,184.567339234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.322,52.0,0.0,3.0,2599.0,172.72,179.2171706520149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,68.10000000000001,52.0,1.0,1.0,2790.0
0,175.26,181.0005601796459,1.55,0.65,0.0,0.41,0.44,0.9,0.7,2.47,0.43,77.18,41.0,8.0,8.0,4093.0,180.34,184.567339234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.322,52.0,0.0,3.0,2599.0
0,180.34,184.567339234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.322,52.0,0.0,3.0,2599.0,185.42,188.13411829017005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.07000000000001,49.0,1.0,2.0,1164.0
0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0,185.42,185.42000000000002,2.77,3.12,0.0,0.66,0.46,0.0,0.28,0.45,0.87,93.07000000000001,36.0,3.0,4.0,1585.0
0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0,193.04,193.04,3.81,2.97,0.0,0.4,0.51,0.0,0.41,2.64,0.52,93.07000000000001,35.0,4.0,5.0,2234.0
0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0,195.57999999999998,200.66,3.63,4.12,0.0,0.4,0.5,0.6,0.4,1.93,0.86,93.07000000000001,30.0,9.0,4.0,2824.0
0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0,198.12,205.74,1.78,4.06,1.0,0.71,0.6,0.2,0.83,1.17,0.53,93.07000000000001,44.0,4.0,5.0,2038.0
0,190.5,203.2,2.49,2.77,1.0,0.46,0.46,0.5,0.48,1.28,0.64,93.07000000000001,34.0,13.0,6.0,3594.0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0
0,187.96,198.12,1.65,3.3,0.0,0.46,0.64,0.7,0.6,2.48,0.79,93.07000000000001,33.0,13.0,5.0,2622.0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0
0,185.42,200.66,2.98,3.64,0.0,0.59,0.48,0.5,0.25,0.76,0.63,93.07000000000001,37.0,5.0,2.0,1445.0,187.96,198.12,3.45,3.28,0.0,0.49,0.48,0.2,0.55,1.21,0.33,93.07000000000001,34.0,2.0,3.0,1318.0
0,177.8,180.34,2.37,1.95,1.0,0.33,0.63,0.9,0.54,4.3,0.92,70.37,34.0,16.0,10.0,6480.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,172.72,177.8,3.44,3.39,0.0,0.48,0.57,0.6,0.37,1.2,0.46,70.37,37.0,5.0,10.0,3592.0
0,177.8,177.8,3.04,4.61,0.0,0.44,0.57,0.1,0.25,0.43,0.59,77.18,39.0,7.0,10.0,3234.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,172.72,177.8,1.94,2.45,0.0,0.43,0.63,0.8,0.54,2.9,0.69,70.37,38.0,8.0,5.0,2937.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,182.88,187.96,2.75,2.76,0.0,0.46,0.61,1.6,0.35,1.82,0.7,77.18,42.0,14.0,9.0,4486.0
0,170.18,177.8,2.44,2.05,0.0,0.44,0.6,2.2,0.44,2.75,0.39,65.83,35.0,11.0,11.0,4787.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,182.88,190.5,4.86,2.32,0.0,0.52,0.42,0.3,0.4,1.57,0.78,77.18,36.0,0.0,5.0,1342.0
0,175.26,172.72,1.85,2.96,0.0,0.4,0.66,0.2,0.63,1.3,0.61,70.37,34.0,12.0,9.0,3861.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,185.42,193.04,3.56,5.43,1.0,0.42,0.61,1.0,0.33,1.32,0.6,83.99000000000001,34.0,19.0,7.0,6054.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,177.8,177.8,2.29,2.33,0.0,0.41,0.57,2.2,0.35,1.3,0.3,70.37,38.0,5.0,4.0,1745.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,177.8,177.8,3.32,2.68,0.0,0.42,0.51,1.0,0.26,2.14,0.27,70.37,34.0,2.0,5.0,1626.0
0,175.26,181.0005601796459,2.6,1.85,0.0,0.37,0.59,1.2,0.52,1.38,0.76,70.37,41.0,5.0,4.0,2288.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,177.8,182.88,3.01,2.7,0.0,0.43,0.52,0.3,0.37,2.62,0.74,77.18,37.0,6.0,9.0,3590.0
0,182.88,193.04,3.69,4.64,1.0,0.44,0.54,1.4,0.3,1.17,0.45,77.18,32.0,18.0,10.0,6481.0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0
0,180.34,182.88,3.63,3.29,0.0,0.46,0.58,1.3,0.34,1.09,0.46,77.18,34.0,6.0,9.0,3598.0,180.34,190.5,3.42,4.9,0.0,0.36,0.62,0.6,0.27,2.17,0.7,77.18,33.0,7.0,5.0,3257.0
0,185.42,195.58,2.29,2.36,0.0,0.37,0.54,0.6,0.5,1.06,0.61,77.18,38.0,12.0,6.0,3091.0,0.0,57.946682773104385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.812,38.0,0.0,1.0,300.0
0,182.88,177.8,1.69,2.41,1.0,0.51,0.57,0.6,0.55,2.45,0.62,83.99000000000001,35.0,9.0,10.0,3224.0,180.34,187.96,1.24,2.06,0.0,0.32,0.68,0.0,0.28,2.48,1.0,83.99000000000001,38.0,0.0,2.0,331.0
0,182.88,186.350728762539,2.87,2.21,1.0,0.25,0.42,0.0,0.16,1.23,0.25,77.18,38.0,2.0,2.0,336.0,180.34,187.96,1.24,2.06,0.0,0.32,0.68,0.0,0.28,2.48,1.0,83.99000000000001,38.0,0.0,2.0,331.0
0,167.64000000000001,175.6503915967528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,43.0,2.0,1.0,945.0,165.1,173.86700206912178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,43.0,0.0,2.0,360.0
0,177.8,182.78394970727697,1.66,1.79,0.0,0.45,0.63,1.0,1.0,1.96,0.54,77.18,49.0,8.0,2.0,1918.0,165.1,173.86700206912178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,49.0,0.0,2.0,360.0
0,177.8,182.78394970727697,2.7,0.26,0.0,0.16,0.43,1.9,1.0,1.93,0.25,77.18,39.0,1.0,1.0,167.0,190.5,191.70089734543214,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,40.0,0.0,1.0,23.0
0,177.8,180.34,2.52,2.61,0.0,0.27,0.67,1.6,0.31,2.32,0.53,70.37,40.0,7.0,5.0,2103.0,177.8,182.78394970727697,2.7,0.26,0.0,0.16,0.43,1.9,1.0,1.93,0.25,77.18,39.0,1.0,1.0,167.0
0,187.96,187.96,3.63,2.7,1.0,0.42,0.52,0.7,0.66,1.36,0.5,77.18,32.0,2.0,5.0,1326.0,0.0,57.946682773104385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,32.0,1.0,0.0,180.0
0,180.34,185.42000000000002,3.45,4.83,0.0,0.47,0.56,0.3,0.0,0.0,0.52,77.18,27.0,4.0,2.0,1555.0,182.88,185.42000000000002,5.42,3.18,0.0,0.43,0.55,0.3,0.35,2.0,0.4,77.18,26.0,0.0,3.0,900.0
0,177.8,190.5,4.02,4.24,1.0,0.32,0.6,0.0,0.33,0.14,0.68,77.18,30.0,3.0,5.0,1947.0,182.88,185.42000000000002,5.42,3.18,0.0,0.43,0.55,0.3,0.35,2.0,0.4,77.18,26.0,0.0,3.0,900.0
0,190.5,193.04,2.09,1.48,0.0,0.28,0.51,0.0,0.2,1.36,0.33,70.37,33.0,3.0,3.0,1633.0,182.88,185.42000000000002,5.42,3.18,0.0,0.43,0.55,0.3,0.35,2.0,0.4,77.18,26.0,0.0,3.0,900.0
0,0.0,57.946682773104385,4.0,2.27,1.0,0.38,0.53,1.0,0.5,3.0,0.69,70.37,40.0,2.0,1.0,765.0,180.34,184.567339234908,1.87,2.13,1.0,0.26,0.6,0.5,0.16,0.5,1.0,70.37,34.0,0.0,1.0,165.0
0,180.34,184.567339234908,1.89,1.05,0.0,0.36,0.62,2.2,0.33,1.09,0.71,102.15,48.0,7.0,6.0,4271.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,182.88,186.350728762539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.96000000000001,41.0,0.0,2.0,762.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,187.96,193.04,2.98,3.25,0.0,0.36,0.59,0.7,0.45,1.18,0.62,83.99000000000001,42.0,10.0,9.0,4222.0
0,182.88,186.350728762539,2.03,1.26,1.0,0.41,0.51,1.7,0.31,1.26,0.48,83.99000000000001,48.0,26.0,15.0,14441.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,185.42,185.42000000000002,2.51,3.25,0.0,0.54,0.55,0.1,0.56,1.52,0.73,93.07000000000001,39.0,21.0,10.0,8485.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,180.34,184.567339234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.98400000000001,41.0,0.0,1.0,173.0
0,185.42,187.96,2.65,3.28,0.0,0.42,0.59,0.3,0.12,0.12,0.6,93.07000000000001,37.0,11.0,6.0,3611.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,184.567339234908,1.15,1.66,0.0,0.48,0.57,1.2,0.48,2.41,0.58,93.07000000000001,39.0,8.0,4.0,3630.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,177.8,182.78394970727697,4.39,0.76,0.0,0.22,0.4,0.4,0.0,0.0,0.4,90.8,47.0,0.0,4.0,852.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,180.34,184.567339234908,1.44,2.44,1.0,0.53,0.6,0.2,0.6,0.58,0.45,83.99000000000001,48.0,7.0,4.0,1973.0
0,185.42,190.5,2.07,4.1,1.0,0.44,0.62,0.7,0.66,1.31,0.63,83.99000000000001,43.0,21.0,7.0,5290.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,182.88,186.350728762539,2.03,1.26,1.0,0.41,0.51,1.7,0.31,1.26,0.48,83.99000000000001,48.0,26.0,15.0,14441.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,190.5,187.96,2.88,2.59,0.0,0.46,0.6,0.6,0.35,2.47,0.54,93.07000000000001,42.0,15.0,11.0,5933.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,182.88,186.350728762539,2.03,1.26,1.0,0.41,0.51,1.7,0.31,1.26,0.48,83.99000000000001,48.0,26.0,15.0,14441.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,177.8,1.83,1.56,0.0,0.37,0.59,0.6,0.36,1.73,0.42,93.07000000000001,38.0,12.0,9.0,5722.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.87,2.87,1.0,0.42,0.52,0.8,0.41,1.14,0.53,83.99000000000001,37.0,14.0,11.0,5275.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,185.42,185.42000000000002,2.51,3.25,0.0,0.54,0.55,0.1,0.56,1.52,0.73,93.07000000000001,39.0,21.0,10.0,8485.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,185.42,190.5,2.63,4.44,0.0,0.38,0.66,0.3,0.43,1.1,0.64,83.99000000000001,38.0,23.0,7.0,6891.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.7,2.44,0.0,0.47,0.51,0.3,0.52,1.52,0.57,83.99000000000001,47.0,27.0,15.0,9283.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,175.26,181.0005601796459,8.68,0.79,0.0,1.0,0.38,0.0,0.0,0.0,0.0,93.07000000000001,41.0,0.0,1.0,76.0
0,180.34,184.567339234908,2.57,1.14,1.0,0.42,0.51,0.5,0.41,0.76,0.37,83.08200000000001,42.0,2.0,8.0,2158.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,184.567339234908,1.15,1.66,0.0,0.48,0.57,1.2,0.48,2.41,0.58,93.07000000000001,39.0,8.0,4.0,3630.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,175.26,181.0005601796459,1.66,0.88,0.0,0.4,0.49,1.9,0.41,1.82,0.05,82.174,41.0,18.0,13.0,6145.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,185.42,190.5,2.07,4.1,1.0,0.44,0.62,0.7,0.66,1.31,0.63,83.99000000000001,43.0,21.0,7.0,5290.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,182.88,186.350728762539,1.99,1.05,0.0,0.49,0.52,0.6,0.36,2.78,0.85,106.69,47.0,7.0,7.0,4529.0
0,180.34,184.567339234908,1.96,0.64,1.0,0.25,0.57,0.5,0.57,1.07,0.62,83.99000000000001,43.0,1.0,7.0,1265.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.7,2.44,0.0,0.47,0.51,0.3,0.52,1.52,0.57,83.99000000000001,47.0,27.0,15.0,9283.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,177.8,182.88,2.74,3.08,0.0,0.44,0.52,0.3,0.55,0.65,0.67,120.31,43.0,12.0,10.0,4280.0
0,185.42,188.13411829017005,1.16,0.9,0.0,0.55,0.51,0.8,0.43,1.51,0.53,93.07000000000001,46.0,3.0,9.0,4619.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,185.42,188.13411829017005,1.36,2.3,0.0,0.32,0.72,0.0,0.5,0.39,0.88,90.8,49.0,8.0,7.0,4474.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,187.96,193.04,2.71,2.97,0.0,0.35,0.56,0.0,0.75,0.44,0.81,93.07000000000001,48.0,18.0,8.0,6189.0
0,185.42,185.42000000000002,2.51,3.25,0.0,0.54,0.55,0.1,0.56,1.52,0.73,93.07000000000001,39.0,21.0,10.0,8485.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,182.88,187.96,2.71,1.54,1.0,0.47,0.51,0.7,0.6,1.15,0.53,83.99000000000001,40.0,23.0,13.0,8187.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,180.34,184.567339234908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.8,41.0,1.0,2.0,1456.0
0,175.26,175.26,2.98,4.36,1.0,0.48,0.66,0.3,0.71,1.37,0.88,83.99000000000001,45.0,9.0,3.0,2070.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,184.567339234908,1.89,1.05,0.0,0.36,0.62,2.2,0.33,1.09,0.71,102.15,48.0,7.0,6.0,4271.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,175.26,181.0005601796459,1.69,0.84,0.0,0.45,0.55,0.4,0.3,1.83,0.43,90.8,45.0,4.0,8.0,3696.0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0
0,180.34,187.96,2.19,2.79,0.0,0.4,0.6,0.6,0.53,0.97,0.62,93.07000000000001,41.0,27.0,11.0,9980.0,187.96,185.42000000000002,1.89,2.11,1.0,0.5,0.63,0.3,0.4,0.19,0.78,104.42,43.0,28.0,10.0,7821.0
0,185.42,182.88,2.3,1.83,0.0,0.43,0.49,1.3,0.28,1.31,0.43,83.99000000000001,37.0,5.0,5.0,2718.0,180.34,184.567339234908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.99000000000001,38.0,0.0,1.0,189.0
0,172.72,182.88,1.63,2.27,0.0,0.38,0.67,0.4,1.0,1.2,0.71,70.37,33.0,1.0,2.0,749.0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0
0,175.26,177.8,3.72,4.91,0.0,0.41,0.64,0.5,0.29,1.25,0.84,70.37,30.0,7.0,2.0,1883.0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0
0,180.34,182.88,2.29,2.65,0.0,0.49,0.73,0.4,0.31,1.82,0.78,70.37,34.0,2.0,2.0,967.0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0
0,177.8,185.42000000000002,4.24,3.11,0.0,0.35,0.51,2.2,0.0,0.0,0.55,70.37,29.0,3.0,1.0,617.0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0
0,185.42,190.5,2.38,2.26,1.0,0.37,0.52,1.5,0.4,2.87,0.72,70.37,30.0,7.0,2.0,1707.0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0
0,177.8,185.42000000000002,2.85,2.26,0.0,0.34,0.46,0.5,0.18,0.74,0.5,70.37,32.0,2.0,4.0,1258.0,175.26,175.26,2.44,1.41,1.0,0.41,0.65,1.1,0.46,2.8,0.77,70.37,34.0,2.0,3.0,1480.0
0,180.34,187.96,2.94,4.32,0.0,0.47,0.68,0.5,0.61,1.93,0.79,77.18,33.0,14.0,5.0,5159.0,180.34,184.567339234908,9.68,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,70.37,33.0,0.0,1.0,93.0
0,187.96,195.58,3.04,3.12,0.0,0.27,0.56,1.2,0.42,1.22,0.45,106.236,42.0,2.0,3.0,1014.0,185.42,188.13411829017005,1.81,5.13,0.0,0.6,0.45,0.0,0.0,0.0,0.0,120.31,39.0,0.0,1.0,199.0
0,182.88,187.96,2.57,2.57,0.0,0.36,0.5,1.1,0.37,3.08,0.55,70.37,34.0,8.0,7.0,3928.0,172.72,179.2171706520149,2.08,1.42,1.0,0.47,0.56,0.9,0.0,0.0,0.27,65.83,33.0,0.0,3.0,703.0
